연번,관광지명,주소,위도,경도,문화재구분,문화재번호,전화번호,관광테마,주차장 여부,주차 대수,기타_홈페이지 주소,상세내용
222,남해 용문사 석불,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,유형문화재,유형문화재 제 138호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"용화전에 모셔진 신라말에서 고려 초기 작품. 이 석조보살 좌상은 임진왜란이 종전 된 약 30년 후 용문사 경내 정화불사 때에 마당에서 출토되었다고 전한다. 보관에 영락비천이 착장된 점으로 보아 신라 후기 양식을 반영하고 있는 나말여초(羅末麗初)의 작품이라 하겠다. 자애롭고 온화하면서 존엄성을 갖춘 석조좌상으로 좌고는 82cm, 어깨 넓이 38cm, 무릎 폭66cm이다. 재질은 화강암이다. 이 석보살상은 백회(白灰)를 덧칠하여 원래 모습은 많이 손상되었지만, 사각형에 가까운 상호(相好)는 풍만하며 눈과 입이 작고 코가 큼직하여 다소 형식화(形式化)된 면이 보이지만 원만성도 꽤 잘 표현되었다. 긴 상체에 넓은 무릎 등은 부피감이 풍부한 편이고 탄력적인 특징도 있어서, 보살상의 격이 상당하다는 것을 알 수 있다. 천의(天衣) 두 가닥이 양 어깨를 거쳐 팔을 감으면서 흘러내렸는데, 띠주름 무늬가 단정하면서도 자연스러워 불상의 특징과 조화를 이루고 있다. 왼손은 배에 대었고 오른손은 가슴에 들었는데 손에 연꽃가지를 잡고 있었던 것 같다."
223,남해향교,경상남도 남해군 망운로10번길 51,34.8433502,127.8928316,유형문화재,유형문화재 제 222호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,,"성현의 위패를 모신 국가에서 세운 지방교육기관. 향교는 중앙에 오성위, 송조 2현, 동국 18현의 위패를 모시고 제사를 지내며, 지방의 교육을 담당하기 위해 국가에서 세운 교육기관이다. 1450년 하신(河紳)이 남해현령으로 재임할 때 봉강산 포교당터에 건립하여 개교하였다. 임진왜란 때 화재로 소실된 후 1669년(현종 10)에 사당인 대성전을 고쳐 세웠다. 그 후 1892년(고종 29)에 대성전을 비롯한 동·서 양무와 내삼문을 지금의 위치로 옮겼고 1917년 대성전 등 그 밖의 건물들도 모두 옮겨 세웠다. 완만한 경사지에 출입구인 외삼문, 유생들의 거처인 동재와 서재, 공부하는 곳인 명륜당이 비교적 낮은 터에 있고, 그 뒤로 조금 높은 터에 내삼문과 성현에 제사를 지내는 대성전이 위치하여 전형적인 전학후묘(前學後廟)의 배치를 이루고 있다. 건물의 배치는 전형적이나 서재의 남쪽에 담장을 붙여 돌단을 쌓은 것은 다른 향교에서는 볼 수 없는 특이한 점이다."
224,남해 장량상 동정마애비,남해군 남해읍 선소리 169-9,34.8485134,127.9124644,유형문화재,유형문화재 제 27호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,,"명나라 장수 장량상이 선소 해안에 남긴 마애비. 선소마을 선착장의 오른쪽 해변에 자리하고 있는 비로, 중국 명나라 장수인 장량상이 동쪽을 정벌하고 바위에 글을 새겼다 하여 장량상동정마애비(張良相東征磨崖碑)라 이름 붙인 것이다. 비의 형태는 커다란 자연석의 윗면을 직사각형으로 평평하게 갈아 글을 새겼다. 직사각형의 테두리 주변에는 당초문인 덩굴무늬를 아름답고 정교하게 조각하였다. 비문은 이여송과 진린이 원군으로 조선의 남해에 와서 왜군을 무찔렀다는 내용으로, 명나라 군인의 우월성을 나타내는 전승기념비적 성격을 띠고 있다. 노량해전 이듬해인 선조 32년(1599)에 이 글을 새겨 놓았다. 명나라 장수의 마애비라는 점에서 귀중한 가치를 지닌다. 명나라이여송과 진린이 왜군을 무찔렀다는 전승 내용이 많이 기록되어 있어 일제강점기 당시 조선총독부가 작성한‘파괴대상 왜구격파 기념비’목록에 이 비가 포함되었다 한다."
225,남행용문사 명부전,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제151호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"지장보살을 주불로 모신 사후세계의 명복을 비는 곳. 명부전은 지장전 또는 시왕전이라고도 한다. 대원력의 상징인 지장보살을 중앙에 모시고 명부의 시왕을 좌우로 모시기 때문에 이렇게 부른다. 구조는 맞배지붕 목조와가로 정면 3칸, 측면 2칸이며, 주심포 건물이다. 지장보살은 석가모니 부처님께서 입적하신 뒤부터 미륵불이 출현할 때까지 천상에서 지옥까지 일체 중생들을 제도하시는 분인데, 특히 지옥 중생을 가엾이 여겨 지옥 문전에서 항상 눈물 흘리면서 중생제도 한다. 이런 까닭에 보살상을 명부전에 모시고 있다. 그래서 명부전은 사후세계의 소원과 망인의 명복을 비는 곳이다. 용문사 명부전은 용문사 재건 시에 세웠다는 전설이 있으나 정확한 연대는 알 수없다. 창건기에는 초창에 설웅이 창건했다고 기록하고 있다. 건물 안쪽에는 지장보살을 중심으로 시왕(十王)을 좌우에 모시고 있다. 지장보살은 모든 인간을 교화시키는 역할을 하고, 시왕은 지옥계의 심판관이다."
226,남해 운곡사,경상남도 남해군 화방로 550-20,34.8737653,127.8422999,문화재자료,문화재자료 제41호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"후학 양성에 일생을 바친 정희보 선생의 사당. 운곡사(雲谷祠)는 삼남의 거 유 당곡(唐谷) 정희보(鄭希輔)선생을 봉안하고 있는 사우이다. 1488년(성종 19)에 남해군 이동면 초양리에서 출생하였고 명종 2년(1547)에 60세의 일기로 생을 마쳤다. 선생은 18세가 되던 1505년 학문을 배우고자 함양군 수곡리 당곡으로 이거하여 생활하다 나주 박씨 집안에 장가들어 함양에 정착하게 되었다. 당곡 선생은 정주학을 깊이 연구하여 이를 개척한 삼남의 대선각자로 당시 조정에서 출사를 권했으나 이를 거절하고 후학들을 지도하는 데 생애를 바쳤다. 제자로는 옥계 노진, 구졸 양회, 개암 강익, 청련 이후백, 매암 조식, 남계 임희무 등 많은 학자들이 있다. 운곡사는 철종 4년(1853)에 창건되었으나 대원군의 서원, 향사철폐령에 의하여 일시 철거되었다가 고종 11년(1874)에 남해군 유림들에 의하여 다시 중건되었다. 사우의 규모는 330여 평의 대지에 정면 3칸, 측면 2칸의 팔작지붕 목조와가와 내삼문, 외삼문이 있다. 매년 음력 3월 15일에 석채례를 봉행하고 있다."
227,남해망운암석조보살좌상,경상남도 남해군 남서대로2240번길 708,34.8515632,127.8580349,문화재자료,문화재자료 제333호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정男, 나홀로",Y,,,"18세기 이후 경남지역 불상의 특징을 지닌 작품. 남해 망운암 석조보살좌상은 현재 망운사(望雲寺) 관음전(觀音殿) 법당에 도금이 된 양호한 상태로 봉안되어 있다. 망운암은 고려고찰(高麗古刹)로써 여러 차례 중건·중수되어 왔으며, 남해의 진산인 망운산(望雲山) 정상 아래 위치한 관음기도 도량이다. 여기에 봉안된 이 관음좌상은 정확한 기록은 없으나 8.15 해방을 전후한 시기에 망운암에 왕래가 많았던 지역 고로(古老)들의 구전에 따르면, 옛적에 경주 옥돌로 제작된 영험이 높은 부처님이라 전해 왔다는 것이다. 머리에 보관을 쓰고, 양쪽 무릎 위에 두손을 각각 나란히 두었으며, 오른쪽 발은 군의 바깥으로 노출된 반가부좌의 보살상이다. 총 41.2cm 높이의 중소형 불상으로, 대좌를 생략하고는 양호하게 잘남아 있다. 보관의 형태, 방형의 얼굴, 의습처리 등 18세기 이후 경남지역 불상에서 볼 수 있는 보편적인 특징을 지닌 작품이다."
228,남해화방사 채진루,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,문화재자료,문화재자료 제152호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"화방에서 최초로 문화재로 지정된 채진루. 화방사는 대곡리 망운산 기슭에 자리잡고 있는 절로 신라 문무왕때 원효대사가 세워 연죽사라 부르던 절이다. 이후, 1636년(인조14) 지금 있는 자리로 옮겨 넓혀 짓고 화방사라 불렀다. 채진루는 일주문을 통해 경내로 들어가다 보면 대웅전과 마주보고 있는 건물로서, 인조 16년(1638) 계원대사가 지었다. 1층 가운데가 비어 있는 것으로 보아 옛날에는 이곳을 통해 대웅전 앞뜰로 진입했을 것으로 보인다. 규모는 2층 누각으로 각층은 정면 5칸, 측면 2칸으로, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕으로 꾸몄다. 지붕 처마를 받치기 위해 장식하여 만든 공포는 새 날개 모양으로 짠익공 양식으로 조선 후기의 수법을 보이고 있다. 법회, 강학 등에 활용되는 강당으로 이충무공 목판묘비가 이곳에 보관되어 있다."
229,당항 신흥사 삼층석탑,경상남도 남해군 두양로 164,34.7769234,127.8974845,문화재자료,문화재자료 제43호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 우정女, 우정男, 나홀로, 단체",Y,,,"옥개석에 우아한 장식이 되어 있는 고려 석탑. 신흥사(新興寺)의 옛터에 있었던 3층 석탑으로 현재 위치에서 서북방향으로 300m 지점 들판에 있었다. 신흥사는 언제 창건되어 폐사되었는지는 정확히 알 수 없지만 신라의 원효대사가 창건했다는 이야기가 전해지고 있다. 절터에 마을이 들어서면 서 탑을 몇 차례 이동하였는데 1957년 마을 주민들이 마을회관으로 옮겨 놓았다. 옮길 때마다 각 부분의 돌들이 없어지거나 훼손되었다. 현재는 기단부(基壇部)가 모두 없어지고 탑신(塔身)의 1층 몸돌과 1·2·3층 지붕돌, 머리장식인 보개(寶蓋:뚜껑모양의 돌),보륜(寶輪:수레바퀴모양의 돌) 만이 남아 있다. 하층 탑신과 각 층의 옥개석에는 우아한 장식이 조각이 되어 있다. 탑신의 2·3층 몸돌은 후에 보충해 놓은 것이다. 축조의 연대는 형태상으로 보아 고려시대 석탑으로 추정된다."
230,남해 난곡사,경상남도 남해군 난음로219번길 7-14,34.8006191,127.9749079,문화재자료,문화재자료 제237호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 우정女, 우정男, 나홀로",Y,,,"성리학의 체계를 세운 백이정 선생을 모신 사당. 고려시대 상당군이며 성리학을 연구하고 체계화 시킨 이재 백이정 선생과 수제자인 익제 이제현, 치암 박충좌 그리고 향현인 난계 이희급 선생의 위패를 봉안하고 있는 사당이다. 난곡사(蘭谷祠)는 난계 이희급 선생을 봉안하고 있던 난계사 군자정을 1925년에 중건하여 난곡사라 칭하고 매년 음력 3월 10일에 향토 유림에 의해 제례를 봉행하고 있다. 본당인 난곡사는 정면 3칸, 측면 2칸 규모이며, 지붕은 옆에서 볼 때 여덟 팔(八)자 모양인 팔작지붕을 하고 있으며, 내부 정면에 선생의 위패를 모시고 있다. 이 외에 근래에 세운 외삼문과 경내의 도동재 및 내삼문이 있다. 우리나라에 처음으로 성리학을 들여온 사람은 안향이지만 성리학을 본격적으로 연구하고 체계를 세운 사람은 백이정이라 할 수 있다. 현재에 남포의 신안원(新安院), 충주의 도통사, 남해의 난곡사에서 향사되고 있다. 시호는 문헌이다."
231,남해 정지석탑,경상남도 남해군 탑동로 64-21,34.8972395,127.8727822,문화재자료,문화재자료 제42호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"정지 장군의 관음포대첩을 기념하기 위한 탑. 구전에 의하면 정지(鄭地) 장군이 관음포에서 왜구를 격파하여 전쟁에 승리한 것을 기념하기 위해 만든 탑으로, 남해지역 주민들이 손수 돌을 깎고 다듬은 것이라고 한다. 기단부가 결실된 채 큰 자연석을 받침 삼아 그 위에 탑신(塔身)을 올렸다. 탑신은 사각형 4개, 조그만 원형 1개의 몸돌과 지붕돌 5개로 번갈아 층층히 쌓아 올렸다. 옥개석은 옥개받침이 어설픈 형태이고 낙수면(落水面)의 각도 매우 완만하나 전각부에 있어서는 비교적 날렵하게 반전되어 있다. 이들 옥개석은 다층탑의 것으로 추정할 수 있다. 탑신 중 1매는 조선시대에 유행하는 탑신과 하부 받침이 함께 모각된 것으로 보인다. 이러한 내용들을 종합하여 탑의 전체가 원래의 원형을 지니고 있다고 볼 수 없지만, 구전과 읍지편에 기록된 것으로 보아 석탑이 있었다는 것은 사실이다. 탑의 규모는 높이가 2.25m로 탑신은 4개로 하단부 1,2단은 정사각형인 마제석으로 되어 있다."
232,"남해금산영응기적비, 대한중흥공덕축성비",경상남도 남해군 보리암로 691,34.7520569,127.9824918,문화재자료,문화재자료 제277호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"이성계가 금산 산신의 영험으로 보위에 올랐다. 태조 이성계가 이곳에서 백일기도를 하던 중 산신의 영험에 의하여 보위에 올랐다는 전설이 깃든 유적이다. 위치는 보리암 탑대에서 바로 건너 보이는 삼불암 아래에 있다. 이 비석은 광무 7년(1903) 5월 11일에 그 유적을 기념하기 위하여 종일품 숭정대부 의정부 찬정 윤정구(尹定求)가 임금의 뜻을 받들어 글을 짓고 건립하였다. 두 개의 비석은 선은전 내에 나란히 세워져 있는데, 비석의 전면에 각각‘南海錦山靈應紀蹟碑’‘大韓中興頌德祝聖碑’라고 새겨져 있다. 비문의 찬자인 윤정구는 조선 말기의 문신으로 고종12년(1875) 별시에 급제하여 이후 관로에 올라 여러 벼슬을 두루 거쳤던 인물이다. 그는 김윤식(金允植) 등이 을미사변에 관련 되었으므로 극형에 처하여야 한다고 상소하기도 하였고, 명성황후의 장례 때에는 궁내부협판으로 대신서리가 되어 장례를 총지휘 하였다. 광무 연간에는 고종의 측근으로 궁내부 소속의 여러아문의 장관을 역임하며 주로 왕실 사무를 관장하였다."
233,남해 척화비,경상남도 남해군 노량로183번길 27,34.9419198,127.875899,문화재자료,문화재자료 제266호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"외세를 배격한 흥선대원군의 쇄국정책 상징물. 척화비란 병인양요와 신미양요를 승리로 이끈 흥선대원군이 서양사람들을 배척하고 그들의 침략을 국민에게 경고하기 위해 서울 및 전국 각지에 세운 비다. 낮은 사각받침돌 위에 비몸을 세우고, 맨 위에 지붕돌을 올려놓아 다른 척화비와는 다른 모습이다. 내용은“洋夷侵犯 非戰則和 主和賣國 戒吾萬年子孫 丙寅作辛未立(양이침범 비전즉화 주화매국 계오 만년자손 병인작 신미입)”풀이하면“서양 오랑캐가 침략하는데 싸우지 않으면 화해하자는 것이고 화해하자는 것은 곧 나라를 파는 것이 된다”라고 큰 글로 쓰고“만년에 훈계하노라 병인년에 만들고 신미년에 세운다”라고 작은 글씨로 좌측에 새겨져 있다. 척화비를 일제히 세우던 1871년(고종8) 4월에 함께 세운 것으로, 대원군이 러시아 공사관으로 납치된 후 세계 각국과의 교류가 이루어지면서 대부분의 비들이 철거되었으나, 이 비처럼 몇 기의 비들이 여전히 남아 그속에 담긴 역사적인 의미를 말해 주고 있다. 처음 입석되었던 곳은 노량 선착장 입구였으나 일제강점기 때 무관심 속에 묻혀 있던 것을 향인이 설천중학교 입구에 이전 보전하였다. 1998년 8월에 남해군과 남해문화원에서 옛 자리와 가까운 마을 안으로 옮겼다가 남해 충렬사 성역화 사업이 마무리되면서 다시 현 위치에 이설하였다."
234,남해 망운암 건륭을사명 동종,경상남도 남해군 남서대로2240번길 708,34.8515632,127.8580349,문화재자료,문화재자료 제334호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"1785년 남해 화방사에서 제작된 동종. 이 동종은 옛부터 망운암에서 조석으로 타종해 온 것으로 전하며, 고봉절정 암자에서 들려오는 이 종소리에 옛날 어느 고승께서 「운암모종(雲庵暮鐘)」이라는 시를 읊었다고 한다. 총 높이 52cm 정도의 동제범종으로 천판과 종신 표면이 일부 매끄럽지 못하고 다듬은 흔적이 역력하나, 파손된 부분은 보수가 되어 본래의 형태를 잘 유지하고 있다. 제작시기는 종의 비례와 용뉴, 범자원권문(梵字圓圈文) 배치 등으로 보아 중국 범종의 영향을 받은 조선후기 작품으로 보이나, 다행히 종신 하단에 점자 명문을 통해 건륭오십년을사(乾隆伍拾年乙巳)년, 즉 1785년에 남해 화방사(花芳寺)에서 제작된 종임을 알 수 있고, 조선시대 범종 연구에 학문적 가치가 있다."
235,남해 용문사 천왕각,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,문화재자료,문화재자료 제150호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"부처님의 도량을 지키는 사천왕을 모신 전각. 용문사는 조선 중기에 탐진당과 적묵당을 지었는데, 이곳 자리가 좋다 하여 금산의 보광사 대웅전 등을 지금 있는 자리로 옮기고 절의 이름도 용문사라 하였다. 절의 입구에 있는 천왕각은 조선 숙종 28년(1702)에 지었다. 정면 3칸, 측면 2칸 규모이며, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕이다. 안쪽에는 사천왕을 모시고 있는데, 다른 절의 경우 마귀를 밟고 있는 형상이지만 이곳의 사천왕은 부정한 양반이나 관리를 밟고 있다. 동쪽은 지국천왕, 남쪽은 증장천왕, 서쪽은 광목천왕, 북쪽은 다문천왕이 비파, 칼, 용, 창 등을 들고 절을 드나드는 사람들을 보호하고 잡귀가 들어오는 것을 막는 문지기 구실을 한다."
236,남해 가천 암수바위,경상남도 남해군 남면 남면로679번길 21,34.7275092,127.8940077,민속자료,민속자료 제13호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"기자신앙의 소산물로 마을의 수호신 역할. 해안에서 북쪽으로 100m 거리에 자리한 가천마을에는 가장 아래쪽 밭 모서리에 한 쌍의 암수바위가 5m 간격으로 서 있다. 이곳에서는 미륵불이라 하여 각각 암미륵, 숫미륵이라 부르기도 한다. 암미륵은 높이 3.9m, 둘레길이 2.3m의 크기로, 여인이 잉태하여 만삭이 된 모습을 한 채 비스듬히 누워 있고, 숫미륵은 높이5.8m, 둘레길이 2.5m 크기로, 남성의 성기 형상으로 서 있다. 아이를 갖지 못한 여인들이 숫미륵 밑에서 기도를 드리면 득남한다고 한다. 1751년(영조 27) 남해현령 조광진의 꿈에 나타난 노인의 계시에 의해 이 바위를 발견하였다고 전한다. 매년 음력 10월 23일 마을의 태평과 농사의 풍요를 비는 동제를 지내고 있는데, 처음 잡은 고기를 바위에 걸어 놓으면 고기도 많이 잡히고 사고도 방지된다고 한다. 자식을 많이 갖는 것과 농사의 풍요로움을 빌던 대상이 마을 전체의 수호신으로 바뀌고, 다시 불교의 미륵불로 이어진 민간신앙의 한 예를 보여준다."
237,남해장성,경상남도 남해군 이동면 신전리 115외 12필지,34.7732903,127.9585064,기념물,기념물 제154호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"금산 임야 속에 숨겨진 남해군 내 최장의 성. 남해장성은 길이가 15km(이동면 화계-삼동면 대지포)이고 높이1~2m, 폭1.5m~2m이며 자연석(30~50cm)으로 겹겹이 정교하게 쌓아 올려 축성하였다. 고려 말이나 조선 초기에 축성된 것으로 보여지며 현재는 거의 훼손되었지만 임야 속에 있는 8.7km정도의 성지는 잔존하고 일부는 원형을 유지하고 있다. 축성된 지형적 형태는 성고개성(성현)과 곡포성, 고진성, 평산성과 연계되어 있고 수장포와 대지포간의 직선형 성곽이 형성되어 있어 외곽 방위를 위한 성으로 보이며 왜구 방비를 위한 군사적 목적이 있었다. 이동면 난곡사 뒤편에 세워진 관방성에 관한 비문에는“남해는 동서로 양분해서 적을 막는 곳이 있는데, 난포에서 유천까지 돌로 일자 성을 쌓은 처음과 끝이 해변에까지 이르렀고…성의 북쪽에 병사성이 있었고 그 허리 중간 최고 처에 성현보가 있으며 보 남쪽에 연기를 피워 올려 보고하고 경계하는 곳이 있었고…한쪽은 대지포 해변으로 들어가고 한곳은 수장포 해변으로 들어갔는데 그러한 성이 남해에 있다…”라고 기록되어 있다."
238,남해당항리느티나무,경상남도 남해군 남면 당항리 1503-4외 3필,34.7735329,127.8863995,기념물,기념물 제 199호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"마을의 터줏대감으로 자리잡은 500년 이상 된 거목. 느티나무는 우리나라를 비롯하여 일본, 대만, 중국 등의 따뜻한 지방에 분포하고 있다. 가지가 사방으로 퍼져 자라서 둥근 형태로 보인다. 꽃은 5월에 피고 열매는 원반모양으로 10월에 익는다. 줄기가 굵고 수명이 길어서 쉼터 역할을 하는 정자나무로 이용되거나 마을을 보호하고 지켜주는 당산나무로 보호를 받아왔다. 마을 앞 들판 가운데에서 자라고 있는 당항리 느티나무의 나이는 500년 정도로 추정되며 높이 19m, 둘레 6m이다. 오랜 세월동안 이 마을의 모임 장소와 휴식처로 사용되고 있으며, 마을의 무사태평과 풍년을 기원하는 당산제를 지내고 있다. 남해 당항리 느티나무는 희로애락의 숱한 세월을 지나 지금까지 버티고 서 있는 터줏대감 같은 나무로 문화적 가치가 커서 기념물로 지정되었다."
239,남해다정리지석묘,경상남도 남해군 이동면 다정리 911-5,34.8157879,127.9235501,기념물,기념물 제62호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"청동기시대 대표적 무덤으로 남해에 108기 발견. 지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다. 우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그위에 거대하고 평평한 덮개돌을 올려놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.들판의 논둑을 따라 대체로 3∼4m씩 사이를 두고 11기의 고인돌이 있다. 형태상 모두 바둑판식으로 덮개돌의 크기는 길이3m, 너비 2m이다. 땅 속에 마련된 하부구조는 정확히 알 수 없으나 상자 모양의 석관일 것으로 추정된다. 이 유적 주변에서 청동기시대의 민무늬토기 조각들이 발견되었다. 이들 고인돌 외에 남해군에는 남면 일원, 평현리, 심천리 등 각지에 고인돌들이 폭넓게 분포되어 있는데, 이 지역 청동기시대의 문화를 연구하는 데 중요한 자료로 평가된다."
240,남해금산봉수대,경상남도 남해군 보리암로 691,34.7520569,127.9824918,기념물,기념물 제87호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 연인, 우정女, 우정男, 나홀로",Y,,,"횃불과 연기를 사용한 조선시대 이전의 통신수단. 봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 고대의 통신수단을 말한다. 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 불빛으로 신호를 보냈다. 경상남도 남해군 상주면 남해 금산 봉수대는 해발 705m인 금산정상에 자리잡고 있으며, 고려 명종 때 설치된 것이라고 전한다. 비교적 원래의 모습이 잘 보존되어 있는데 둘레는 26m의 둥근형태이며, 높이는 4.5m이다. 당시 전국의 봉수 경로 5개 가운데 동래에서 서울에 이르는 경로에 속한 최남단에 자리잡고 있어 출발지로서 중요한 역할을 하였다. 동쪽으로는 창선면 대방리 봉수대를 거쳐 진주로 연결되었으며, 서쪽으로는 남면 봉수대를 거쳐 순천 돌산도로 연결되었고, 북쪽으로는 이동면 원산봉수대로 연락을 하였다. 봉수대는 오장(伍將) 2명과 봉군 10여 명이 교대로 지켰다."
241,남해상주리석각,경상남도 남해군 상주면 양아리 산4-3,34.7514586,127.9668402,기념물,기념물 제6호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,금산 부소암의 평평한 바위 위에 새긴 그림문자이다. 일명 ‘서불과차(徐市過此)’라고 불리는데 지금까지 해독을 하지 못하여 내용은 알 수 없다. 전해오는 이야기로는 중국 진시황 때 삼심산 불로초를 구하기 위해 시종 서불이 이곳 금산을 찾아와서 사냥을 즐기다 떠나면서 자신들의 발자취를 후세에 남기기 위해 새긴 것이라고도 한다.
242,남해설흘산봉수대,남해군 남면 홍현리 산237-1,34.7342209,127.8993827,기념물,기념물 제247호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"동벽이 온전해 조선시대 봉수대의 구조 파악 가능. 설흘산(雪屹山) 봉수대는 남해군 남면의 남단 해안가에 위치한 설흘산(해발 490m)의 정상에 축조되어 있다. 자연 암반을 기반으로 하여 석축한 것으로, 평면 형태는 원형이나 일부분은 각이 져 있다. 동쪽 부분은 비교적 완전하게 남아 있으나 서벽은 붕괴가 심한 편이다. 무너진 부분은 후대에 일부 개축되어 전체적인 구조는 정확하게 파악하기 어렵다. 그러나 동벽의 상태가 양호하므로 조선시대 봉수대의 구조를 비교적 자세하게 파악할 수 있다고 판단된다. 이 봉수대는 동쪽에 위치한 남해 금산 봉수를 받아 내륙의 망운산, 혹은 순천 돌산도 봉수와 연결되는 것으로 보인다.『신증 동국여지승람』에는‘소흘산(所訖山) 봉수’라는 기록으로 남아 있으나 지금은 설흘산으로 불려지고 있다. 석축의 상태가 양호한 것이 특징이다."
243,남해대방산봉수대,남해군 창선면 옥천리 산75,34.858803,127.9856408,기념물,기념물 제248호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"남해 금산 봉수대와 진주 각산 봉수대의 중계지. 창선면 대방산(臺芳山) 정상부에 있다. 봉수대로 오르는 길은 옥천에서 오르는 동쪽로, 사포에서 오르는 서쪽로와 상신리에서 오르는 북쪽로가 있다. 금산 봉수대에서 받아 사천의 각산 봉수대로 이어주는 중계지이다. 이 봉수대의 조응관계를 진주목장 창선도 지도에는 남해 금산봉수와 진주 각산봉수에 두고 있다. 대방산 봉수대의 높이 8.6m, 둘레 13.6m이다. 문헌기록으로 보면 1455년에서 1468년 사이에 축조된 것으로 보인다. 1895년(고종 32) 윤 5월 9일 각 처의 봉수대와 봉수군(烽燧軍)을 군부의 주청에 따라 없애라는 조선왕조실록의 기록에 따르면 대방산 봉수대 역시 이 때 없어진 것이 확실하다."
